cl.from,cl.to,Freq,cl.from.total,cl.to.total,odds,pval.log,frac,cl.from.label,cl.to.label
120,125,2758,21182,191316,11.62986403,-4425.909136,0.130204891,Pvalb Htr2c Col25a1_3,Pvalb Cartpt Syt2 Creb5_2_2
114,125,2114,12184,191316,15.49752807,-4003.178137,0.173506238,Pvalb Antxr2 Syt2 Tac1_3_1_1,Pvalb Cartpt Syt2 Creb5_2_2
117,125,3001,17073,191316,15.70013888,-5727.675992,0.175774615,Pvalb Cartpt Sema3e Ptprz1_2,Pvalb Cartpt Syt2 Creb5_2_2
119,125,3937,20765,191316,16.9348291,-7832.486675,0.189597881,Pvalb Cartpt Syt2 Creb5_4_1_2,Pvalb Cartpt Syt2 Creb5_2_2
124,125,10345,45855,191316,20.15074634,-22655.47866,0.225602442,Pvalb Cartpt Syt2 Creb5_2_1,Pvalb Cartpt Syt2 Creb5_2_2
123,125,6963,79907,191316,7.783212864,-8562.710222,0.087138799,Pvalb Cartpt Syt2 Creb5_1_2_2,Pvalb Cartpt Syt2 Creb5_2_2
125,125,160557,188823,191316,75.94893536,-745177.5344,0.850304253,Pvalb Cartpt Syt2 Creb5_2_2,Pvalb Cartpt Syt2 Creb5_2_2
122,125,25,508,191316,4.39565537,-20.35289541,0.049212598,Pvalb Cartpt Syt2 Creb5_1_2_1,Pvalb Cartpt Syt2 Creb5_2_2
122,122,328,508,443,24906.06036,-3309.07396,0.645669291,Pvalb Cartpt Syt2 Creb5_1_2_1,Pvalb Cartpt Syt2 Creb5_1_2_1
126,126,27226,28800,29069,555.7249451,-189624.6899,0.945347222,Pvalb Vipr2,Pvalb Vipr2
127,127,4094,5096,5086,2699.234985,-33191.41931,0.803375196,DG Rnd3_1,DG Rnd3_1
128,127,575,4205,5086,459.4350454,-3029.700051,0.136741974,DG Rnd3_2,DG Rnd3_1
129,127,387,1868,5086,696.0755326,-2208.53361,0.207173448,DG Npas4,DG Rnd3_1
130,127,27,792,5086,114.5409703,-104.3108404,0.034090909,DG Igfbp5 Dsp Sesn1_2_2,DG Rnd3_1
127,128,609,5096,4062,502.7436401,-3269.958209,0.119505495,DG Rnd3_1,DG Rnd3_2
128,128,2802,4205,4062,2803.243623,-22034.46634,0.666349584,DG Rnd3_2,DG Rnd3_2
129,128,94,1868,4062,211.694558,-416.4468622,0.050321199,DG Npas4,DG Rnd3_2
127,129,323,5096,1524,710.7007391,-1849.287741,0.063383046,DG Rnd3_1,DG Npas4
129,129,1022,1868,1524,6134.620308,-8711.419887,0.547109208,DG Npas4,DG Npas4
130,130,408,792,614,14337.22964,-3812.86648,0.515151515,DG Igfbp5 Dsp Sesn1_2_2,DG Igfbp5 Dsp Sesn1_2_2
130,131,144,792,71015,43.75078505,-420.1937117,0.181818182,DG Igfbp5 Dsp Sesn1_2_2,DG Igfbp5 Dsp Sesn1_2_1
131,131,49430,79309,71015,149.9742422,-242195.6356,0.623258394,DG Igfbp5 Dsp Sesn1_2_1,DG Igfbp5 Dsp Sesn1_2_1
374,131,17,534,71015,7.660483898,-22.23883931,0.031835206,CA3sp Vgll3 St18_2,DG Igfbp5 Dsp Sesn1_2_1
128,132,756,4205,825334,3.722414147,-484.9117465,0.179785969,DG Rnd3_2,DG Igfbp5 Dsp Sesn1_1_1
129,132,317,1868,825334,3.513591639,-190.1517712,0.169700214,DG Npas4,DG Igfbp5 Dsp Sesn1_1_1
130,132,184,792,825334,4.810182302,-161.5923607,0.232323232,DG Igfbp5 Dsp Sesn1_2_2,DG Igfbp5 Dsp Sesn1_1_1
131,132,29649,79309,825334,7.740276427,-40321.093,0.373841556,DG Igfbp5 Dsp Sesn1_2_1,DG Igfbp5 Dsp Sesn1_1_1
132,132,794303,816142,825334,20.15066438,-2980192.738,0.973241176,DG Igfbp5 Dsp Sesn1_1_1,DG Igfbp5 Dsp Sesn1_1_1
133,133,2660,2910,2926,5338.42268,-24240.72481,0.914089347,PIR Chst9,PIR Chst9
134,133,151,900,2926,979.8480827,-909.8339451,0.167777778,PIR Tac1,PIR Chst9
133,134,163,2910,943,1015.036253,-988.4936615,0.056013746,PIR Chst9,PIR Tac1
134,134,650,900,943,13087.53287,-6151.825694,0.722222222,PIR Tac1,PIR Tac1
135,134,87,519,943,3037.657697,-625.5532657,0.167630058,PIR Alk,PIR Tac1
134,135,68,900,442,2921.075385,-485.7029679,0.075555556,PIR Tac1,PIR Alk
135,135,274,519,442,20410.77836,-2649.571447,0.527938343,PIR Alk,PIR Alk
135,136,27,519,2096,424.1346551,-139.8350302,0.052023121,PIR Alk,PIR Pdyn Sema5b
136,136,835,2061,2096,3303.055237,-6326.939481,0.405143134,PIR Pdyn Sema5b,PIR Pdyn Sema5b
137,136,1026,4891,2096,1710.239965,-7038.69118,0.209773053,PIR Adora2a Stk32a,PIR Pdyn Sema5b
138,136,192,1995,2096,784.6313953,-1109.995455,0.096240602,PIR Ebf1 Id4,PIR Pdyn Sema5b
135,137,128,519,5046,835.2067522,-755.3529683,0.246628131,PIR Alk,PIR Adora2a Stk32a
136,137,1018,2061,5046,1672.711995,-6959.95556,0.493934983,PIR Pdyn Sema5b,PIR Adora2a Stk32a
137,137,3109,4891,5046,2152.655059,-23318.95722,0.63565733,PIR Adora2a Stk32a,PIR Adora2a Stk32a
138,137,745,1995,5046,1264.63372,-4798.947808,0.373433584,PIR Ebf1 Id4,PIR Adora2a Stk32a
136,138,180,2061,1903,784.2496908,-1040.153525,0.087336245,PIR Pdyn Sema5b,PIR Ebf1 Id4
137,138,661,4891,1903,1213.566668,-4215.000081,0.135146187,PIR Adora2a Stk32a,PIR Ebf1 Id4
138,138,1051,1995,1903,4730.637377,-8556.967112,0.526817043,PIR Ebf1 Id4,PIR Ebf1 Id4
139,139,5401,6962,6750,1963.970755,-41852.17836,0.775782821,L2/3 IT Cxcl14 PAR-POST-PRE_1,L2/3 IT Cxcl14 PAR-POST-PRE_1
140,139,434,3559,6750,308.7141954,-2100.742822,0.121944366,L2/3 IT Cxcl14 PAR-POST-PRE_2,L2/3 IT Cxcl14 PAR-POST-PRE_1
139,140,431,6962,3435,307.974771,-2085.503626,0.061907498,L2/3 IT Cxcl14 PAR-POST-PRE_1,L2/3 IT Cxcl14 PAR-POST-PRE_2
140,140,2865,3559,3435,4004.686539,-24475.45103,0.805001405,L2/3 IT Cxcl14 PAR-POST-PRE_2,L2/3 IT Cxcl14 PAR-POST-PRE_2
139,141,695,6962,20074,84.97975936,-2451.764429,0.099827636,L2/3 IT Cxcl14 PAR-POST-PRE_1,L2/3 IT Cxcl14 PAR-POST-PRE_3
141,141,17891,19593,20074,777.3173985,-127963.033,0.913132241,L2/3 IT Cxcl14 PAR-POST-PRE_3,L2/3 IT Cxcl14 PAR-POST-PRE_3
142,141,1043,13860,20074,64.05983112,-3382.105766,0.075252525,L2/3 IT Cxcl14 PAR-POST-PRE_4,L2/3 IT Cxcl14 PAR-POST-PRE_3
141,142,867,19593,13740,55.03387048,-2673.640304,0.044250498,L2/3 IT Cxcl14 PAR-POST-PRE_3,L2/3 IT Cxcl14 PAR-POST-PRE_4
142,142,12031,13860,13740,1079.568974,-88792.42443,0.868037518,L2/3 IT Cxcl14 PAR-POST-PRE_4,L2/3 IT Cxcl14 PAR-POST-PRE_4
143,143,6689,7946,7950,1809.439796,-52224.26093,0.841807199,L2/3 IT Cxcl14 RSP_PAR-POST-PRE-SUB-ProS,L2/3 IT Cxcl14 RSP_PAR-POST-PRE-SUB-ProS
143,144,1227,7946,182856,14.4306342,-2228.549377,0.154417317,L2/3 IT Cxcl14 RSP_PAR-POST-PRE-SUB-ProS,L2/3 IT Cxcl14 RSP_ACA_PAR-POST-PRE-SUB-ProS
144,144,178531,181085,182856,92.13413779,-958060.8823,0.985896126,L2/3 IT Cxcl14 RSP_ACA_PAR-POST-PRE-SUB-ProS,L2/3 IT Cxcl14 RSP_ACA_PAR-POST-PRE-SUB-ProS
142,145,452,13860,70375,7.918728039,-551.0184532,0.032611833,L2/3 IT Cxcl14 PAR-POST-PRE_4,L2/3 IT Cxcl14 PAR-POST-PRE_5
145,145,54748,75474,70375,176.1372106,-287498.17,0.725388876,L2/3 IT Cxcl14 PAR-POST-PRE_5,L2/3 IT Cxcl14 PAR-POST-PRE_5
146,145,5833,52934,70375,26.75700419,-14104.13727,0.110193826,L2/3 IT Cxcl14 PAR-POST-PRE_6,L2/3 IT Cxcl14 PAR-POST-PRE_5
147,145,8215,99542,70375,20.0392484,-17596.23865,0.082527978,L2/3 IT Cxcl14 PAR-POST-PRE_7,L2/3 IT Cxcl14 PAR-POST-PRE_5
154,145,281,6659,70375,10.24654681,-409.2818501,0.042198528,L2/3 IT Cdc14a RHP Ctxn3_2,L2/3 IT Cxcl14 PAR-POST-PRE_5
145,146,7558,75474,56826,30.11348814,-19295.16964,0.100140446,L2/3 IT Cxcl14 PAR-POST-PRE_5,L2/3 IT Cxcl14 PAR-POST-PRE_6
146,146,39796,52934,56826,226.0769332,-216667.0944,0.751804133,L2/3 IT Cxcl14 PAR-POST-PRE_6,L2/3 IT Cxcl14 PAR-POST-PRE_6
147,146,8928,99542,56826,26.97114373,-21899.99549,0.089690784,L2/3 IT Cxcl14 PAR-POST-PRE_7,L2/3 IT Cxcl14 PAR-POST-PRE_6
154,146,418,6659,56826,18.87638432,-849.4758647,0.062772188,L2/3 IT Cdc14a RHP Ctxn3_2,L2/3 IT Cxcl14 PAR-POST-PRE_6
145,147,10873,75474,100650,24.45889724,-25664.44947,0.144062856,L2/3 IT Cxcl14 PAR-POST-PRE_5,L2/3 IT Cxcl14 PAR-POST-PRE_7
146,147,7087,52934,100650,22.73068751,-16059.37973,0.133883704,L2/3 IT Cxcl14 PAR-POST-PRE_6,L2/3 IT Cxcl14 PAR-POST-PRE_7
147,147,81786,99542,100650,139.4946199,-423281.4062,0.821623033,L2/3 IT Cxcl14 PAR-POST-PRE_7,L2/3 IT Cxcl14 PAR-POST-PRE_7
154,147,638,6659,100650,16.26658982,-1214.445524,0.095810182,L2/3 IT Cdc14a RHP Ctxn3_2,L2/3 IT Cxcl14 PAR-POST-PRE_7
154,154,3952,6659,6177,1641.832888,-28506.35675,0.593482505,L2/3 IT Cdc14a RHP Ctxn3_2,L2/3 IT Cdc14a RHP Ctxn3_2
154,156,1221,6659,50769,61.71726485,-3967.038591,0.183360865,L2/3 IT Cdc14a RHP Ctxn3_2,L2/3 IT Cdc14a RHP Rmst Adamts2_2
156,156,46728,51009,50769,308.3403817,-293642.1096,0.916073634,L2/3 IT Cdc14a RHP Rmst Adamts2_2,L2/3 IT Cdc14a RHP Rmst Adamts2_2
151,156,1018,6721,50769,50.98165204,-3096.694954,0.151465556,L2/3 IT Cdc14a ENT_1,L2/3 IT Cdc14a RHP Rmst Adamts2_2
155,156,644,4413,50769,49.11927657,-1932.570638,0.145932472,L2/3 IT Cdc14a RHP Rmst Adamts2_1,L2/3 IT Cdc14a RHP Rmst Adamts2_2
151,151,3713,6721,6027,1566.348853,-26398.40331,0.552447552,L2/3 IT Cdc14a ENT_1,L2/3 IT Cdc14a ENT_1
152,151,556,17308,6027,91.08048713,-1997.393174,0.032123873,L2/3 IT Cdc14a ENT_2,L2/3 IT Cdc14a ENT_1
153,151,312,2915,6027,303.4683997,-1501.284869,0.10703259,L2/3 IT Cdc14a ENT_3,L2/3 IT Cdc14a ENT_1
170,151,220,2947,6027,211.6605813,-975.0656485,0.074652189,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Cdc14a ENT_1
151,152,845,6721,18067,118.9146604,-3278.421617,0.125725338,L2/3 IT Cdc14a ENT_1,L2/3 IT Cdc14a ENT_2
152,152,15862,17308,18067,866.8094663,-114934.4356,0.916454819,L2/3 IT Cdc14a ENT_2,L2/3 IT Cdc14a ENT_2
153,152,919,2915,18067,298.187572,-4510.145082,0.315265866,L2/3 IT Cdc14a ENT_3,L2/3 IT Cdc14a ENT_2
151,153,375,6721,2765,344.8266856,-1858.128941,0.055795269,L2/3 IT Cdc14a ENT_1,L2/3 IT Cdc14a ENT_3
152,153,663,17308,2765,236.7391791,-3067.235021,0.038305986,L2/3 IT Cdc14a ENT_2,L2/3 IT Cdc14a ENT_3
153,153,1638,2915,2765,3472.792491,-12930.46856,0.561921098,L2/3 IT Cdc14a ENT_3,L2/3 IT Cdc14a ENT_3
179,179,1633,2746,2395,4243.056015,-13399.3072,0.594683176,L2/3 IT Lef1 ENT Hmcn1,L2/3 IT Lef1 ENT Hmcn1
180,179,194,3818,2395,362.542495,-966.310662,0.050811943,L2/3 IT Lef1 ENT Igfn1 Abi3bp,L2/3 IT Lef1 ENT Hmcn1
179,180,262,2746,3722,438.0493303,-1358.04905,0.095411508,L2/3 IT Lef1 ENT Hmcn1,L2/3 IT Lef1 ENT Igfn1 Abi3bp
180,180,2447,3818,3722,2942.525991,-19224.86062,0.640911472,L2/3 IT Lef1 ENT Igfn1 Abi3bp,L2/3 IT Lef1 ENT Igfn1 Abi3bp
177,180,362,6170,3722,269.3677935,-1697.73672,0.058670989,L2/3 IT Lef1 ENT Sema3d Abi3bp,L2/3 IT Lef1 ENT Igfn1 Abi3bp
179,177,372,2746,6373,363.2428877,-1863.063934,0.135469774,L2/3 IT Lef1 ENT Hmcn1,L2/3 IT Lef1 ENT Sema3d Abi3bp
180,177,504,3818,6373,353.9560379,-2514.420923,0.132006286,L2/3 IT Lef1 ENT Igfn1 Abi3bp,L2/3 IT Lef1 ENT Sema3d Abi3bp
177,177,4244,6170,6373,1844.356726,-31585.4478,0.687844408,L2/3 IT Lef1 ENT Sema3d Abi3bp,L2/3 IT Lef1 ENT Sema3d Abi3bp
178,177,972,24935,6373,104.5229371,-3656.429669,0.038981352,L2/3 IT Lef1 ENT Tmem255b,L2/3 IT Lef1 ENT Sema3d Abi3bp
179,178,84,2746,25324,20.64168182,-178.7374221,0.030589949,L2/3 IT Lef1 ENT Hmcn1,L2/3 IT Lef1 ENT Tmem255b
180,178,259,3818,25324,45.77519112,-750.5286616,0.067836564,L2/3 IT Lef1 ENT Igfn1 Abi3bp,L2/3 IT Lef1 ENT Tmem255b
177,178,1178,6170,25324,128.8328021,-4704.88741,0.190923825,L2/3 IT Lef1 ENT Sema3d Abi3bp,L2/3 IT Lef1 ENT Tmem255b
178,178,23445,24935,25324,634.4643007,-165632.3936,0.940244636,L2/3 IT Lef1 ENT Tmem255b,L2/3 IT Lef1 ENT Tmem255b
155,155,2990,4413,4589,2523.003391,-23118.64985,0.677543621,L2/3 IT Cdc14a RHP Rmst Adamts2_1,L2/3 IT Cdc14a RHP Rmst Adamts2_1
155,181,425,4413,24054,68.41736235,-1405.210222,0.096306368,L2/3 IT Cdc14a RHP Rmst Adamts2_1,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_1_2
181,181,21672,24374,24054,631.6601945,-149959.8004,0.88914417,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_1_2,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_1_2
182,181,257,1141,24054,160.0143027,-1084.906878,0.225241017,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_2,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_1_2
184,181,773,20516,24054,26.76690318,-1826.372806,0.03767791,IT RHP Dcn RHP Dio3_2_2,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_1_2
208,181,97,2816,24054,24.47092626,-222.0046394,0.034446023,L6 IT Igfbp4 Gucy1a1 Timp2_4_1_1,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_1_2
182,182,784,1141,994,11812.52294,-7397.102326,0.687116564,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_2,IT RHP Dcn PAR-POST-PRE-SUB-ProS C1qtnf7_1_2
159,159,20444,29338,28685,415.125245,-122795.3613,0.696843684,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1
160,159,3191,43595,28685,43.60475986,-9224.706483,0.073196467,L2/3 IT Plch1 ENT Fn1_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1
161,159,2960,80868,28685,21.80513529,-6498.466097,0.036602859,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1
163,159,1058,13575,28685,46.42902956,-3089.175245,0.077937385,L2/3 IT Plch1 ENT Fign,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1
157,159,90,1943,28685,27.59392539,-217.0553691,0.046320124,L2/3 IT Fign ENT Dkkl1_1_3_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1
159,160,4052,29338,44684,52.81843396,-12569.6407,0.138114391,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1,L2/3 IT Plch1 ENT Fn1_1
160,160,36177,43595,44684,317.3528887,-217278.5678,0.829842872,L2/3 IT Plch1 ENT Fn1_1,L2/3 IT Plch1 ENT Fn1_1
162,160,1507,11054,44684,52.13632077,-4613.479742,0.13633074,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_2,L2/3 IT Plch1 ENT Fn1_1
161,160,2763,80868,44684,13.06624419,-4669.838498,0.03416679,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1,L2/3 IT Plch1 ENT Fn1_1
160,162,1599,43595,11795,53.13888869,-4926.539373,0.036678518,L2/3 IT Plch1 ENT Fn1_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_2
162,162,5803,11054,11795,760.5605522,-36339.03182,0.524968337,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_2,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_2
161,162,4027,80868,11795,72.14489623,-14127.17535,0.0497972,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_2
159,161,3115,29338,81370,22.2977921,-6912.452661,0.10617629,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1
160,161,2554,43595,81370,12.30321252,-4167.524289,0.0585847,L2/3 IT Plch1 ENT Fn1_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1
162,161,3497,11054,81370,66.43707247,-11915.43597,0.31635607,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_2,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1
161,161,66439,80868,81370,172.5363871,-358342.3406,0.821573428,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1
163,161,4050,13575,81370,62.6541006,-13532.6976,0.298342541,L2/3 IT Plch1 ENT Fign,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1
158,161,1662,30696,81370,11.37060436,-2581.589487,0.054143862,L2/3 IT Fign ENT Dkkl1_1_3_2,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1
161,163,3462,80868,12870,56.84214332,-11161.92385,0.042810506,L2/3 IT Plch1 ENT Angpt1 9330185C12Rik_2_1,L2/3 IT Plch1 ENT Fign
163,163,7481,13575,12870,731.7115336,-47253.74039,0.551086556,L2/3 IT Plch1 ENT Fign,L2/3 IT Plch1 ENT Fign
157,163,79,1943,12870,53.98515777,-242.4381798,0.040658775,L2/3 IT Fign ENT Dkkl1_1_3_1,L2/3 IT Plch1 ENT Fign
157,157,1005,1943,1961,4507.277515,-8094.26314,0.517241379,L2/3 IT Fign ENT Dkkl1_1_3_1,L2/3 IT Fign ENT Dkkl1_1_3_1
179,158,96,2746,29990,19.92016198,-200.8316993,0.034959942,L2/3 IT Lef1 ENT Hmcn1,L2/3 IT Fign ENT Dkkl1_1_3_2
163,158,728,13575,29990,30.55721053,-1816.412342,0.053627993,L2/3 IT Plch1 ENT Fign,L2/3 IT Fign ENT Dkkl1_1_3_2
157,158,547,1943,29990,160.41194,-2327.28835,0.281523417,L2/3 IT Fign ENT Dkkl1_1_3_1,L2/3 IT Fign ENT Dkkl1_1_3_2
158,158,23957,30696,29990,444.7058188,-150130.2577,0.780459995,L2/3 IT Fign ENT Dkkl1_1_3_2,L2/3 IT Fign ENT Dkkl1_1_3_2
165,158,2639,28513,29990,52.73739109,-8117.272465,0.092554273,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1,L2/3 IT Fign ENT Dkkl1_1_3_2
164,164,1084,1620,1745,6552.657485,-9378.636871,0.669135802,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_1
179,165,172,2746,28579,37.45238823,-464.9043423,0.062636562,L2/3 IT Lef1 ENT Hmcn1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
157,165,153,1943,28579,47.08366195,-449.2946175,0.07874421,L2/3 IT Fign ENT Dkkl1_1_3_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
158,165,2537,30696,28579,49.41858245,-7629.609146,0.082649205,L2/3 IT Fign ENT Dkkl1_1_3_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
164,165,404,1620,28579,149.1138396,-1681.717229,0.249382716,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
165,165,21540,28513,28579,451.7044692,-133525.1582,0.755444885,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
166,165,1054,6144,28579,102.5748774,-3954.848807,0.171549479,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
169,165,433,4136,28579,62.5977854,-1394.978532,0.104690522,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
167,165,521,5123,28579,60.80859515,-1662.870428,0.101698224,L2/3 IT Ndst4 Fign ENT Pou6f2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
170,165,201,2947,28579,40.78190646,-560.1529308,0.068204954,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
168,165,763,8119,28579,56.19188476,-2374.390529,0.093977091,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1
165,166,1074,28513,6319,101.8618696,-4021.868049,0.037667029,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2
166,166,3566,6144,6319,1569.568982,-25284.53449,0.580403646,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2
169,166,418,4136,6319,273.3040248,-1968.362823,0.10106383,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2
168,166,273,8119,6319,90.93066797,-975.3323057,0.033624831,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2
166,169,372,6144,3775,274.077515,-1751.585811,0.060546875,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_2
169,169,2760,4136,3775,3020.718304,-22032.5332,0.667311412,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_2
164,167,98,1620,5345,193.402455,-425.5118189,0.060493827,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_1,L2/3 IT Ndst4 Fign ENT Pou6f2
167,167,4269,5123,5345,2664.113483,-34689.4719,0.8333008,L2/3 IT Ndst4 Fign ENT Pou6f2,L2/3 IT Ndst4 Fign ENT Pou6f2
151,170,245,6721,2627,237.1213983,-1115.618219,0.036452909,L2/3 IT Cdc14a ENT_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5
170,170,1309,2947,2627,2889.336135,-9873.004024,0.444180523,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5
170,171,107,2947,6975,88.95248005,-380.379034,0.03630811,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8
171,171,4555,7701,6975,1449.09106,-32335.34996,0.591481626,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8
168,171,331,8119,6975,99.88030768,-1214.528932,0.040768568,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8
176,171,599,9967,6975,147.2369401,-2443.61685,0.060098324,L2/3 IT Ndst4 AI Tgfbr3_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8
175,171,88,1394,6975,154.6586865,-362.6628043,0.06312769,L2/3 IT Ndst4 ENT Fos,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8
180,173,117,3818,7319,71.54788852,-390.2081542,0.030644316,L2/3 IT Lef1 ENT Igfn1 Abi3bp,L2/3 IT Ndst4 ENT Stxbp6
173,173,4261,7788,7319,1277.416364,-29279.95165,0.54712378,L2/3 IT Ndst4 ENT Stxbp6,L2/3 IT Ndst4 ENT Stxbp6
168,173,350,8119,7319,100.6496773,-1287.194999,0.043108757,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Ndst4 ENT Stxbp6
174,173,496,3618,7319,320.0810757,-2423.232144,0.137092316,L2/3 IT Ndst4 ENT ,L2/3 IT Ndst4 ENT Stxbp6
175,173,168,1394,7319,281.3801079,-795.8851594,0.120516499,L2/3 IT Ndst4 ENT Fos,L2/3 IT Ndst4 ENT Stxbp6
166,168,196,6144,6754,80.71280474,-676.446046,0.031901042,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
169,168,244,4136,6754,149.2611801,-994.2893357,0.058994197,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
171,168,380,7701,6754,124.845832,-1481.27557,0.049344241,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
173,168,249,7788,6754,80.89300691,-860.0604965,0.031972265,L2/3 IT Ndst4 ENT Stxbp6,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
168,168,3752,8119,6754,1169.224382,-25118.86063,0.462125878,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
